Date_Time,User,Author,Tweet_text,Likes,Retweets
07-07-2022 16:12,Google,Google,"@Tesco6193 Hmm. Are you getting a specific error message when you try signing into your Google account? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",0,0
07-07-2022 16:08,Google,Google,@suneeln11 Hmm. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,0
07-07-2022 15:59,Google,Google,@DanillKuzmenko Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,0
07-07-2022 15:58,Google,Google,@EmilieGrand4 Hi Emilie. Have you already tried recovering your Google account using the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,0
07-07-2022 15:38,Google,Google,@Naresh__Moun Hi Naresh. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 15:34,Google,Google,@HassanMaruf16 Hi Hassan. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 15:32,Google,Google,@FarhanA91652439 Hi Farhan. Have you already tried recovering your account by completing the steps here: https://t.co/CJQaJUw3RV? These tips may help: https://t.co/vQSZijYFh6. Let us know.,0,0
07-07-2022 15:28,Google,Google,@masud27021846 Hi Masud. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,0,0
07-07-2022 15:28,Google,Google,@vsnredi Hi Shiva. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,0
07-07-2022 15:27,Google,Google,"@I_Am_Entei Hi Joe. Are you getting a specific error message? Without revealing your email address, give us the exact wording &amp; we'll try and point you in the right direction. This guide may also help: https://t.co/2onqlsMNnL.",1,0
07-07-2022 15:26,Google,Google,@MDREJON898 Hi there. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 15:25,Google,Google,@e_bertelson Hmm. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,1,0
07-07-2022 15:24,Google,Google,@teatimewithtoby Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,0
07-07-2022 15:23,Google,Google,@SahNickD Hi there. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,0
07-07-2022 14:32,Google,Google,@MuhammedTrl55 Hmm. Let's see what we can do to help. Please follow us and let us know when you have so we can share next steps through DM.,1,0
07-07-2022 14:28,Google,Google,@BrettPolegato Hmm. We suggest reaching out to the Accounts Community with that issue here: https://t.co/CQXDBimn9a. Hope this gets resolved soon.,0,0
07-07-2022 14:19,Google,Google,@SkaayushF Hmm. Let's see what we can do to help. Look out for a DM with next steps.,0,0
07-07-2022 14:18,Google,Google,@JuanCon71296796 Hi Juan. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,0
07-07-2022 14:16,Google,Google,@maxine_alves Hi Maxine. We'd like to move this conversation to DM. Please follow us and let us know when you have so we can share next steps.,0,0
07-07-2022 14:14,Google,Google,"@ZsandeepKaushik Mind if we jump in? For security reasons, you cannot reuse a deleted Gmail username. More information here: https://t.co/3mMMwxNQ4H. You can create a new one here: https://t.co/6kRsxcaVmX. Hope this helps.",0,0
